"REF_DATE","GEO","DGUID","Trade","Basis","Seasonal adjustment","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","35947.2","","","","1"
"2011-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","40209.4","","","","1"
"2011-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","39369.4","","","","1"
"2011-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","41062.4","","","","1"
"2011-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","40515.3","","","","1"
"2011-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","37298.1","","","","1"
"2012-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","36882.1","","","","1"
"2012-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","38113.4","","","","1"
"2012-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","41582.1","","","","1"
"2012-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","39252.4","","","","1"
"2012-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","41575.5","","","","1"
"2012-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","41504.4","","","","1"
"2012-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","39565.3","","","","1"
"2012-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","40643.7","","","","1"
"2012-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","38072.9","","","","1"
"2012-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","41176.7","","","","1"
"2012-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","40859.7","","","","1"
"2012-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","35943.4","","","","1"
"2013-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","37382.8","","","","1"
"2013-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","37408.7","","","","1"
"2013-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","40971.6","","","","1"
"2013-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","42149.9","","","","1"
"2013-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","41995.5","","","","1"
"2013-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","40575.0","","","","1"
"2013-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","40158.6","","","","1"
"2013-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","42056.2","","","","1"
"2013-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","41212.2","","","","1"
"2013-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","43363.7","","","","1"
"2013-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","41437.4","","","","1"
"2013-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","39048.3","","","","1"
"2014-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","38878.0","","","","1"
"2014-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","39448.9","","","","1"
"2014-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","44424.3","","","","1"
"2014-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","44397.2","","","","1"
"2014-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","45740.7","","","","1"
"2014-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","44849.8","","","","1"
"2014-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","43574.5","","","","1"
"2014-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","44129.3","","","","1"
"2014-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","45346.7","","","","1"
"2014-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","47799.6","","","","1"
"2014-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","43582.3","","","","1"
"2014-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","42880.6","","","","1"
"2015-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","41402.9","","","","1"
"2015-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","41380.8","","","","1"
"2015-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","48753.8","","","","1"
"2015-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","46271.1","","","","1"
"2015-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","45626.8","","","","1"
"2015-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","47555.5","","","","1"
"2015-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","45980.2","","","","1"
"2015-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","46997.5","","","","1"
"2015-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","47184.6","","","","1"
"2015-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","47302.6","","","","1"
"2015-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","46080.0","","","","1"
"2015-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","44528.9","","","","1"
"2016-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","42556.9","","","","1"
"2016-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","44133.4","","","","1"
"2016-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","47167.5","","","","1"
"2016-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","45224.4","","","","1"
"2016-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","45733.1","","","","1"
"2016-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","47477.2","","","","1"
"2016-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","43251.7","","","","1"
"2016-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","47660.7","","","","1"
"2016-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","48775.9","","","","1"
"2016-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","46506.2","","","","1"
"2016-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","45725.1","","","","1"
"2016-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","43137.0","","","","1"
"2017-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","43306.0","","","","1"
"2017-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","43734.9","","","","1"
"2017-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","50890.8","","","","1"
"2017-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","47807.9","","","","1"
"2017-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","52070.0","","","","1"
"2017-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","52083.9","","","","1"
"2017-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","45358.8","","","","1"
"2017-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","48933.8","","","","1"
"2017-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","46931.1","","","","1"
"2017-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","47466.7","","","","1"
"2017-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","49971.1","","","","1"
"2017-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","46469.3","","","","1"
"2018-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","44910.1","","","","1"
"2018-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","44980.8","","","","1"
"2018-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","53738.1","","","","1"
"2018-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","51269.0","","","","1"
"2018-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","54167.0","","","","1"
"2018-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","53758.4","","","","1"
"2018-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","All countries","Dollars","81","millions","6","v87008810","1.1.2.1.1","50612.3","","","","1"
