"REF_DATE","GEO","DGUID","Vehicle type","Fuel type","Origin of manufacture","Sales","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1981-07","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","22544","","","","0"
"1981-08","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","19301","","","","0"
"1981-09","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","19980","","","","0"
"1981-10","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","20295","","","","0"
"1981-11","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","22396","","","","0"
"1981-12","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","16433","","","","0"
"1982-01","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","13797","","","","0"
"1982-02","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","17367","","","","0"
"1982-03","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","21726","","","","0"
"1982-04","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","21455","","","","0"
"1982-05","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","21197","","","","0"
"1982-06","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","22369","","","","0"
"1982-07","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","13495","","","","0"
"1982-08","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","14968","","","","0"
"1982-09","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","15840","","","","0"
"1982-10","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","15642","","","","0"
"1982-11","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","14745","","","","0"
"1982-12","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","14820","","","","0"
"1983-01","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","12074","","","","0"
"1983-02","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","12953","","","","0"
"1983-03","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","22260","","","","0"
"1983-04","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","24653","","","","0"
"1983-05","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","21516","","","","0"
"1983-06","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","24293","","","","0"
"1983-07","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","18258","","","","0"
"1983-08","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","21050","","","","0"
"1983-09","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","18487","","","","0"
"1983-10","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","21894","","","","0"
"1983-11","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","22172","","","","0"
"1983-12","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","18160","","","","0"
"1984-01","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","19607","","","","0"
"1984-02","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","22301","","","","0"
"1984-03","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","31778","","","","0"
"1984-04","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","28292","","","","0"
"1984-05","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","30716","","","","0"
"1984-06","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","30807","","","","0"
"1984-07","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","24474","","","","0"
"1984-08","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","22892","","","","0"
"1984-09","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","20422","","","","0"
"1984-10","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","32275","","","","0"
"1984-11","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","25682","","","","0"
"1984-12","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","23046","","","","0"
"1985-01","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","23987","","","","0"
"1985-02","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","24252","","","","0"
"1985-03","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","34297","","","","0"
"1985-04","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","37772","","","","0"
"1985-05","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","37513","","","","0"
"1985-06","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","41725","","","","0"
"1985-07","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","32193","","","","0"
"1985-08","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","31842","","","","0"
"1985-09","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","29474","","","","0"
"1985-10","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","35544","","","","0"
"1985-11","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","32956","","","","0"
"1985-12","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","31639","","","","0"
"1986-01","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","27877","","","","0"
"1986-02","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","30739","","","","0"
"1986-03","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","35952","","","","0"
"1986-04","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","42335","","","","0"
"1986-05","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","42426","","","","0"
"1986-06","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","38959","","","","0"
"1986-07","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","38514","","","","0"
"1986-08","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","32626","","","","0"
"1986-09","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","31545","","","","0"
"1986-10","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","36078","","","","0"
"1986-11","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","30606","","","","0"
"1986-12","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","32950","","","","0"
"1987-01","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","26677","","","","0"
"1987-02","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","31617","","","","0"
"1987-03","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","40941","","","","0"
"1987-04","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","47845","","","","0"
"1987-05","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","44302","","","","0"
"1987-06","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","50243","","","","0"
"1987-07","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","35972","","","","0"
"1987-08","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","37714","","","","0"
"1987-09","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","34208","","","","0"
"1987-10","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","43522","","","","0"
"1987-11","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","38991","","","","0"
"1987-12","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","36512","","","","0"
"1988-01","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","29953","","","","0"
"1988-02","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","33529","","","","0"
"1988-03","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","52099","","","","0"
"1988-04","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","51290","","","","0"
"1988-05","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","53635","","","","0"
"1988-06","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","48015","","","","0"
"1988-07","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","40541","","","","0"
"1988-08","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","41665","","","","0"
"1988-09","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","36822","","","","0"
"1988-10","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","42934","","","","0"
"1988-11","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","40676","","","","0"
"1988-12","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","38032","","","","0"
"1989-01","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","30738","","","","0"
"1989-02","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","35031","","","","0"
"1989-03","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","44758","","","","0"
"1989-04","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","54321","","","","0"
"1989-05","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","57011","","","","0"
"1989-06","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","47411","","","","0"
"1989-07","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","36886","","","","0"
"1989-08","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","37485","","","","0"
"1989-09","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","38257","","","","0"
"1989-10","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","42111","","","","0"
"1989-11","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","40101","","","","0"
"1989-12","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","31631","","","","0"
"1990-01","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","34703","","","","0"
"1990-02","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","29687","","","","0"
"1990-03","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","47365","","","","0"
"1990-04","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","44077","","","","0"
"1990-05","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","46724","","","","0"
"1990-06","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","43163","","","","0"
"1990-07","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","36805","","","","0"
"1990-08","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","34527","","","","0"
"1990-09","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","28636","","","","0"
"1990-10","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","33506","","","","0"
"1990-11","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","28802","","","","0"
"1990-12","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","25310","","","","0"
"1991-01","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","25915","","","","0"
"1991-02","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","24740","","","","0"
"1991-03","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","35641","","","","0"
"1991-04","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","47486","","","","0"
"1991-05","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","44728","","","","0"
"1991-06","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","44711","","","","0"
"1991-07","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","39639","","","","0"
"1991-08","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","29993","","","","0"
"1991-09","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","33615","","","","0"
"1991-10","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","30290","","","","0"
"1991-11","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","30682","","","","0"
"1991-12","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","27166","","","","0"
"1992-01","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","27780","","","","0"
"1992-02","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","28818","","","","0"
"1992-03","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","38707","","","","0"
"1992-04","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","41470","","","","0"
"1992-05","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","40461","","","","0"
"1992-06","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","42675","","","","0"
"1992-07","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","36700","","","","0"
"1992-08","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","34372","","","","0"
"1992-09","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","36988","","","","0"
"1992-10","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","32651","","","","0"
"1992-11","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","34147","","","","0"
"1992-12","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","34627","","","","0"
"1993-01","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","25308","","","","0"
"1993-02","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","26317","","","","0"
"1993-03","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","42190","","","","0"
"1993-04","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","45206","","","","0"
"1993-05","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","45776","","","","0"
"1993-06","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","44856","","","","0"
"1993-07","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","40056","","","","0"
"1993-08","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","33747","","","","0"
"1993-09","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","35501","","","","0"
"1993-10","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","37522","","","","0"
"1993-11","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","40029","","","","0"
"1993-12","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","37377","","","","0"
"1994-01","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","30566","","","","0"
"1994-02","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","32254","","","","0"
"1994-03","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","48831","","","","0"
"1994-04","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","48450","","","","0"
"1994-05","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","52004","","","","0"
"1994-06","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","54345","","","","0"
"1994-07","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","40659","","","","0"
"1994-08","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","36960","","","","0"
"1994-09","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","41572","","","","0"
"1994-10","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","44970","","","","0"
"1994-11","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","43123","","","","0"
"1994-12","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","37656","","","","0"
"1995-01","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","32651","","","","0"
"1995-02","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","33182","","","","0"
"1995-03","Canada","2021A000011124","Trucks","All fuel types","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v1617802383","1.3.1.1.1.1","47403","","","","0"
