"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","30332","","","","0"
"2018","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","32656","","","","0"
"2019","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","35328","","","","0"
"2020","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","37199","","","","0"
"2021","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","40162","","","","0"
"2022","Quebec","2016A000224","Housing completions","Multiples","Units","300","units","0","v732448","6.3.4","44516","","","","0"
"1955","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","53456","","","","0"
"1956","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","48712","","","","0"
"1957","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","47739","","","","0"
"1958","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","63753","","","","0"
"1959","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","54158","","","","0"
"1960","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","42282","","","","0"
"1961","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","48144","","","","0"
"1962","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","44306","","","","0"
"1963","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","55957","","","","0"
"1964","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","65617","","","","0"
"1965","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","66767","","","","0"
"1966","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","52355","","","","0"
"1967","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","68121","","","","0"
"1968","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","80375","","","","0"
"1969","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","81446","","","","0"
"1970","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","76675","","","","0"
"1971","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","89980","","","","0"
"1972","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","102933","","","","0"
"1973","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","110536","","","","0"
"1974","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","85503","","","","0"
"1975","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","79968","","","","0"
"1976","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","84682","","","","0"
"1977","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","79130","","","","0"
"1978","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","71710","","","","0"
"1979","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","56887","","","","0"
"1980","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","40127","","","","0"
"1981","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","50161","","","","0"
"1982","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","38508","","","","0"
"1983","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","54939","","","","0"
"1984","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","48171","","","","0"
"1985","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","64871","","","","0"
"1986","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","81470","","","","0"
"1987","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","105213","","","","0"
"1988","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","99924","","","","0"
"1989","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","93337","","","","0"
"1990","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","62649","","","","0"
"1991","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","52794","","","","0"
"1992","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","55772","","","","0"
"1993","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","45140","","","","0"
"1994","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","46645","","","","0"
"1995","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","35818","","","","0"
"1996","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","43062","","","","0"
"1997","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","54072","","","","0"
"1998","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","53830","","","","0"
"1999","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","67235","","","","0"
"2000","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","71521","","","","0"
"2001","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","73282","","","","0"
"2002","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","83597","","","","0"
"2003","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","85180","","","","0"
"2004","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","85114","","","","0"
"2005","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","78795","","","","0"
"2006","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","73417","","","","0"
"2007","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","68123","","","","0"
"2008","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","75076","","","","0"
"2009","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","50370","","","","0"
"2010","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","60433","","","","0"
"2011","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","67821","","","","0"
"2012","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","76742","","","","0"
"2013","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","61085","","","","0"
"2014","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","59134","","","","0"
"2015","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","70156","","","","0"
"2016","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","74952","","","","0"
"2017","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","79123","","","","0"
"2018","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","78742","","","","0"
"2019","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","68985","","","","0"
"2020","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","81305","","","","0"
"2021","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","99566","","","","0"
"2022","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","96080","","","","0"
"2023","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","89297","","","","0"
"2024","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","74573","","","","0"
"2025","Ontario","2016A000235","Housing starts","Total units","Units","300","units","0","v730586","7.1.1","65376","","","","0"
"1955","Ontario","2016A000235","Housing starts","Single-detached","Units","300","units","0","v730531","7.1.2","43257","","","","0"
"1956","Ontario","2016A000235","Housing starts","Single-detached","Units","300","units","0","v730531","7.1.2","37542","","","","0"
"1957","Ontario","2016A000235","Housing starts","Single-detached","Units","300","units","0","v730531","7.1.2","33781","","","","0"
"1958","Ontario","2016A000235","Housing starts","Single-detached","Units","300","units","0","v730531","7.1.2","42013","","","","0"
"1959","Ontario","2016A000235","Housing starts","Single-detached","Units","300","units","0","v730531","7.1.2","34694","","","","0"
"1960","Ontario","2016A000235","Housing starts","Single-detached","Units","300","units","0","v730531","7.1.2","23979","","","","0"
"1961","Ontario","2016A000235","Housing starts","Single-detached","Units","300","units","0","v730531","7.1.2","26227","","","","0"
"1962","Ontario","2016A000235","Housing starts","Single-detached","Units","300","units","0","v730531","7.1.2","23386","","","","0"
"1963","Ontario","2016A000235","Housing starts","Single-detached","Units","300","units","0","v730531","7.1.2","27000","","","","0"
"1964","Ontario","2016A000235","Housing starts","Single-detached","Units","300","units","0","v730531","7.1.2","27880","","","","0"
"1965","Ontario","2016A000235","Housing starts","Single-detached","Units","300","units","0","v730531","7.1.2","26572","","","","0"
"1966","Ontario","2016A000235","Housing starts","Single-detached","Units","300","units","0","v730531","7.1.2","26229","","","","0"
"1967","Ontario","2016A000235","Housing starts","Single-detached","Units","300","units","0","v730531","7.1.2","26595","","","","0"
"1968","Ontario","2016A000235","Housing starts","Single-detached","Units","300","units","0","v730531","7.1.2","29582","","","","0"
