"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1979","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","70900","","","","0"
"1980","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","74300","","","","0"
"1981","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","73200","","","","0"
"1982","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","71000","","","","0"
"1983","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","69400","","","","0"
"1984","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","67000","","","","0"
"1985","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","69300","","","","0"
"1986","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","65100","","","","0"
"1987","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","68800","","","","0"
"1988","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","67500","","","","0"
"1989","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","68900","","","","0"
"1990","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","65600","","","","0"
"1991","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","65600","","","","0"
"1992","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","64900","","","","0"
"1993","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","63800","A","","","0"
"1994","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","65200","A","","","0"
"1995","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","66400","A","","","0"
"1996","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","66300","A","","","0"
"1997","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","67000","A","","","0"
"1998","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","67400","B","","","0"
"1999","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","70800","A","","","0"
"2000","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","71100","A","","","0"
"2001","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","73700","B","","","0"
"2002","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","74600","A","","","0"
"2003","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","74500","A","","","0"
"2004","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","74600","B","","","0"
"2005","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","75800","B","","","0"
"2006","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","82500","B","","","0"
"2007","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","85800","B","","","0"
"2008","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","91100","B","","","0"
"2009","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","96800","B","","","0"
"2010","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","94400","B","","","0"
"2011","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","98900","B","","","0"
"2012","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","100700","B","","","0"
"2013","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","100200","B","","","0"
"2014","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","105300","B","","","0"
"2015","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","104600","A","","","0"
"2016","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","101400","B","","","0"
"2017","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","105100","A","","","0"
"2018","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","102400","A","","","0"
"2019","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","99500","A","","","0"
"2020","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","104300","A","","","0"
"1976","Saskatchewan","2016A000247","Median total income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414344","11.8.14","17700","","","","0"
"1977","Saskatchewan","2016A000247","Median total income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414344","11.8.14","21500","","","","0"
"1978","Saskatchewan","2016A000247","Median total income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414344","11.8.14","23500","","","","0"
"1979","Saskatchewan","2016A000247","Median total income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414344","11.8.14","24000","","","","0"
"1980","Saskatchewan","2016A000247","Median total income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414344","11.8.14","24900","","","","0"
