"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Saskatchewan","2016A000247","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414264","11.4.14","22300","D","","","0"
"2008","Saskatchewan","2016A000247","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414264","11.4.14","22300","D","","","0"
"2009","Saskatchewan","2016A000247","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414264","11.4.14","21300","D","","","0"
"2010","Saskatchewan","2016A000247","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414264","11.4.14","23900","D","","","0"
"2011","Saskatchewan","2016A000247","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414264","11.4.14","28300","C","","","0"
"2012","Saskatchewan","2016A000247","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414264","11.4.14","33100","C","","","0"
"2013","Saskatchewan","2016A000247","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414264","11.4.14","29800","C","","","0"
"2014","Saskatchewan","2016A000247","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414264","11.4.14","30200","D","","","0"
"2015","Saskatchewan","2016A000247","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414264","11.4.14","33400","C","","","0"
"2016","Saskatchewan","2016A000247","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414264","11.4.14","27600","C","","","0"
"2017","Saskatchewan","2016A000247","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414264","11.4.14","25700","C","","","0"
"2018","Saskatchewan","2016A000247","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414264","11.4.14","26500","C","","","0"
"2019","Saskatchewan","2016A000247","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414264","11.4.14","26200","C","","","0"
"2020","Saskatchewan","2016A000247","Median market income","Persons not in an economic family","2020 constant dollars","425","units","0","v96414264","11.4.14","21200","D","","","0"
"1976","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","2300","","","","0"
"1977","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","2300","","","","0"
"1978","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","2300","","","","0"
"1979","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","1600","","","","0"
"1980","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","2900","","","","0"
"1981","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","2700","","","","0"
"1982","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","3300","","","","0"
"1983","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","3200","","","","0"
"1984","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","3300","","","","0"
"1985","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","3300","","","","0"
"1986","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","3500","","","","0"
"1987","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","3600","","","","0"
"1988","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","3800","","","","0"
"1989","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4400","","","","0"
"1990","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4400","","","","0"
"1991","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4900","","","","0"
"1992","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","5400","","","","0"
"1993","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","5600","C","","","0"
"1994","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","5600","C","","","0"
"1995","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","5200","C","","","0"
"1996","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4800","C","","","0"
"1997","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4200","C","","","0"
"1998","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4900","D","","","0"
"1999","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4700","C","","","0"
"2000","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4400","D","","","0"
"2001","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4500","D","","","0"
"2002","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4500","D","","","0"
"2003","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4600","C","","","0"
"2004","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4300","D","","","0"
"2005","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","3700","C","","","0"
"2006","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","3500","D","","","0"
"2007","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","3700","C","","","0"
"2008","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","3700","D","","","0"
"2009","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4400","D","","","0"
"2010","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4600","D","","","0"
"2011","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4400","D","","","0"
"2012","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","3300","D","","","0"
"2013","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","3500","D","","","0"
"2014","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","3600","D","","","0"
"2015","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","4700","C","","","0"
"2016","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","6200","C","","","0"
"2017","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","6900","B","","","0"
"2018","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","7400","C","","","0"
"2019","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","7700","C","","","0"
"2020","Saskatchewan","2016A000247","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414291","11.6.1","16700","A","","","0"
"1976","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","2500","","","","0"
"1977","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","2500","","","","0"
"1978","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","2800","","","","0"
"1979","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","1600","","","","0"
"1980","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","2900","","","","0"
"1981","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","2900","","","","0"
"1982","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","3300","","","","0"
"1983","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","3200","","","","0"
"1984","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","3600","","","","0"
"1985","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","3300","","","","0"
"1986","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","3500","","","","0"
"1987","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","3800","","","","0"
"1988","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","3900","","","","0"
"1989","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4400","","","","0"
"1990","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4600","","","","0"
"1991","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4300","","","","0"
"1992","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4900","","","","0"
"1993","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","5300","C","","","0"
"1994","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","5200","B","","","0"
"1995","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4900","C","","","0"
"1996","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4700","C","","","0"
"1997","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4100","C","","","0"
"1998","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4500","D","","","0"
"1999","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4500","C","","","0"
"2000","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4300","C","","","0"
"2001","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4600","C","","","0"
"2002","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4400","D","","","0"
"2003","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4600","C","","","0"
"2004","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4400","C","","","0"
"2005","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","3900","D","","","0"
"2006","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4000","D","","","0"
"2007","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4300","D","","","0"
"2008","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","3800","D","","","0"
"2009","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4800","D","","","0"
"2010","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4900","C","","","0"
"2011","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","5300","D","","","0"
"2012","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4600","C","","","0"
"2013","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","4300","D","","","0"
"2014","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","5200","D","","","0"
"2015","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","5800","C","","","0"
"2016","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","7200","C","","","0"
"2017","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","7900","C","","","0"
"2018","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","8200","C","","","0"
"2019","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","9800","C","","","0"
"2020","Saskatchewan","2016A000247","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96414292","11.6.2","19000","B","","","0"
"1976","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","0","","","","0"
"1977","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","0","","","","0"
"1978","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","0","","","","0"
"1979","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","0","","","","0"
"1980","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","1500","","","","0"
"1981","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","0","","","","0"
"1982","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","1600","","","","0"
"1983","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","2500","","","","0"
"1984","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","1600","","","","0"
"1985","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","700","","","","0"
"1986","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","1700","","","","0"
"1987","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","700","","","","0"
"1988","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","3100","","","","0"
"1989","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","4900","","","","0"
"1990","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","2900","","","","0"
"1991","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","7600","","","","0"
"1992","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","7500","","","","0"
"1993","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","7400","D","","","0"
"1994","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","7800","D","","","0"
"1995","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","6700","D","","","0"
"1996","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","5400","E","","","0"
"1997","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","4900","E","","","0"
"1998","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","6100","E","","","0"
"1999","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","5600","E","","","0"
"2000","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","","F","","","0"
"2001","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","3900","E","","","0"
"2002","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","5200","E","","","0"
"2003","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","4600","E","","","0"
"2004","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","","F","","","0"
"2005","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","","F","","","0"
"2006","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","","F","","","0"
"2007","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","","F","","","0"
"2008","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","","F","","","0"
"2009","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","","F","","","0"
"2010","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","","F","","","0"
"2011","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","","F","","","0"
"2012","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","1000","E","","","0"
"2013","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","","F","","","0"
"2014","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","1300","E","","","0"
"2015","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","700","E","","","0"
"2016","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","","F","","","0"
"2017","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","","F","","","0"
"2018","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","","F","","","0"
"2019","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","2300","E","","","0"
"2020","Saskatchewan","2016A000247","Median government transfers","Persons not in an economic family","2020 constant dollars","425","units","0","v96414304","11.6.14","13500","C","","","0"
"1976","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","55300","","","","0"
"1977","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","54200","","","","0"
"1978","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","55000","","","","0"
"1979","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","55500","","","","0"
"1980","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","60300","","","","0"
"1981","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","58000","","","","0"
"1982","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","56600","","","","0"
"1983","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","52500","","","","0"
"1984","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","53300","","","","0"
"1985","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","54400","","","","0"
"1986","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","50500","","","","0"
"1987","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","53000","","","","0"
"1988","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","51400","","","","0"
"1989","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","53200","","","","0"
"1990","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","51400","","","","0"
"1991","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","49900","","","","0"
"1992","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","49400","","","","0"
"1993","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","48100","A","","","0"
"1994","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","49800","A","","","0"
"1995","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","50500","A","","","0"
"1996","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","50000","A","","","0"
"1997","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","50400","A","","","0"
"1998","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","50700","B","","","0"
"1999","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","52300","A","","","0"
"2000","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","52700","A","","","0"
"2001","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","55100","A","","","0"
"2002","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","54700","A","","","0"
"2003","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","54800","A","","","0"
"2004","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","56000","A","","","0"
"2005","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","55100","B","","","0"
"2006","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","58000","A","","","0"
"2007","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","61100","A","","","0"
"2008","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","63900","B","","","0"
"2009","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","65100","A","","","0"
"2010","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","65800","A","","","0"
"2011","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","68400","A","","","0"
"2012","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","70100","A","","","0"
"2013","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","73100","B","","","0"
"2014","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","77800","B","","","0"
"2015","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","76100","A","","","0"
"2016","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","73900","A","","","0"
"2017","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","73500","A","","","0"
"2018","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","74200","A","","","0"
"2019","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","73500","A","","","0"
"2020","Saskatchewan","2016A000247","Median total income","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96414331","11.8.1","76100","A","","","0"
"1976","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","69700","","","","0"
"1977","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","68000","","","","0"
"1978","Saskatchewan","2016A000247","Median total income","Economic families","2020 constant dollars","425","units","0","v96414332","11.8.2","70000","","","","0"
