"REF_DATE","GEO","DGUID","Type of building","Type of work","Variables","Seasonal adjustment, value type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-06","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","5918655","","","","0"
"2020-07","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","5019356","","","","0"
"2020-08","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","5357499","","","","0"
"2020-09","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","5611833","","","","0"
"2020-10","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","5837017","","","","0"
"2020-11","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","5293213","","","","0"
"2020-12","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","4996351","","","","0"
"2021-01","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","5161037","","","","0"
"2021-02","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","4291378","","","","0"
"2021-03","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","7431648","","","","0"
"2021-04","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","6837532","","","","0"
"2021-05","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","6420706","","","","0"
"2021-06","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","7578506","","","","0"
"2021-07","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","6710658","","","","0"
"2021-08","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","5846133","","","","0"
"2021-09","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","6324019","","","","0"
"2021-10","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","6294086","","","","0"
"2021-11","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","6707238","","","","0"
"2021-12","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","6041353","","","","0"
"2022-01","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","4250085","","","","0"
"2022-02","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","4809881","","","","0"
"2022-03","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","7513969","","","","0"
"2022-04","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","6844304","","","","0"
"2022-05","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","7682458","","","","0"
"2022-06","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","8984763","","","","0"
"2022-07","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","6779177","","","","0"
"2022-08","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","7706389","","","","0"
"2022-09","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","5929987","","","","0"
"2022-10","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","4932272","","","","0"
"2022-11","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","6335959","","","","0"
"2022-12","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","4867917","","","","0"
"2023-01","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","3643225","","","","0"
"2023-02","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","4089992","","","","0"
"2023-03","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","6734838","","","","0"
"2023-04","Canada","2021A000011124","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675115517","1.4.3.1.1","5160533","","","","0"
