"REF_DATE","GEO","DGUID","Family type","Age of older adult","Family income","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","25800","","","","0"
"2002","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","25900","","","","0"
"2003","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","25300","","","","0"
"2004","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","26400","","","","0"
"2005","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","27800","","","","0"
"2006","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","29400","","","","0"
"2007","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","32040","","","","0"
"2008","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","32820","","","","0"
"2009","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","33110","","","","0"
"2010","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","34200","","","","0"
"2011","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","35670","","","","0"
"2012","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","37170","","","","0"
"2013","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","36920","","","","0"
"2014","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","37310","","","","0"
"2015","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","36640","","","","0"
"2016","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","36820","","","","0"
"2017","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","38900","","","","0"
"2018","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","40810","","","","0"
"2019","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","41290","","","","0"
"2020","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","45620","","","","0"
"2021","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","47840","","","","0"
"2022","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","49290","","","","0"
"2000","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","11700","","","","0"
"2001","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","12700","","","","0"
"2002","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","11700","","","","0"
"2003","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","13000","","","","0"
"2004","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","13800","","","","0"
"2005","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","14100","","","","0"
"2006","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","14200","","","","0"
"2007","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","16860","","","","0"
"2008","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","16200","","","","0"
"2009","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","17790","","","","0"
"2010","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","20100","","","","0"
"2011","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","20570","","","","0"
"2012","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","19690","","","","0"
"2013","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","20750","","","","0"
"2014","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","19940","","","","0"
"2015","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","18930","","","","0"
"2016","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","19880","","","","0"
"2017","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","20520","","","","0"
"2018","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","22070","","","","0"
"2019","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","23280","","","","0"
"2020","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","29070","","","","0"
"2021","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","31480","","","","0"
"2022","Yukon","2016A000260","Persons not in census families","0 to 24 years","Median total income","Dollars","81","units","0","v21252906","38.3.2.23","33290","","","","0"
"2000","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","26200","","","","0"
"2001","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","29500","","","","0"
"2002","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","31000","","","","0"
"2003","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","29200","","","","0"
"2004","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","29700","","","","0"
"2005","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","32200","","","","0"
"2006","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","32900","","","","0"
"2007","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","36210","","","","0"
"2008","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","36380","","","","0"
"2009","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","36560","","","","0"
"2010","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","36870","","","","0"
"2011","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","39130","","","","0"
"2012","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","40480","","","","0"
"2013","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","40650","","","","0"
"2014","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","41510","","","","0"
"2015","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","41550","","","","0"
"2016","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","41730","","","","0"
"2017","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","42430","","","","0"
"2018","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","44600","","","","0"
"2019","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","46800","","","","0"
"2020","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","52600","","","","0"
"2021","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","54970","","","","0"
"2022","Yukon","2016A000260","Persons not in census families","25 to 34 years","Median total income","Dollars","81","units","0","v21252922","38.3.3.23","56720","","","","0"
