"REF_DATE","GEO","DGUID","Family type","Age of older adult","Family income","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","81600","","","","0"
"2004","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","85800","","","","0"
"2005","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","92300","","","","0"
"2006","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","98700","","","","0"
"2007","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","105680","","","","0"
"2008","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","112800","","","","0"
"2009","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","111350","","","","0"
"2010","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","113590","","","","0"
"2011","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","118860","","","","0"
"2012","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","125530","","","","0"
"2013","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","127850","","","","0"
"2014","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","127660","","","","0"
"2015","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","132130","","","","0"
"2016","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","136450","","","","0"
"2017","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","137060","","","","0"
"2018","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","141460","","","","0"
"2019","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","143590","","","","0"
"2020","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","150030","","","","0"
"2021","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","159380","","","","0"
"2022","Yukon","2016A000260","Couple families","55 to 64 years","Median total income","Dollars","81","units","0","v21267093","38.1.6.23","168040","","","","0"
"2000","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","41400","","","","0"
"2001","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","45600","","","","0"
"2002","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","46500","","","","0"
"2003","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","48200","","","","0"
"2004","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","52400","","","","0"
"2005","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","54600","","","","0"
"2006","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","60000","","","","0"
"2007","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","65710","","","","0"
"2008","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","69380","","","","0"
"2009","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","72890","","","","0"
"2010","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","73270","","","","0"
"2011","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","76040","","","","0"
"2012","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","79260","","","","0"
"2013","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","81930","","","","0"
"2014","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","84850","","","","0"
"2015","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","88990","","","","0"
"2016","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","89670","","","","0"
"2017","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","89970","","","","0"
"2018","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","95270","","","","0"
"2019","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","98730","","","","0"
"2020","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","102440","","","","0"
"2021","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","108510","","","","0"
"2022","Yukon","2016A000260","Couple families","65 years and over","Median total income","Dollars","81","units","0","v21267114","38.1.7.23","109580","","","","0"
"2000","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","28400","","","","0"
"2001","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","31900","","","","0"
"2002","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","32300","","","","0"
"2003","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","31600","","","","0"
"2004","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","34200","","","","0"
"2005","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","34400","","","","0"
"2006","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","38100","","","","0"
"2007","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","40100","","","","0"
"2008","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","41480","","","","0"
"2009","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","42790","","","","0"
"2010","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","44930","","","","0"
"2011","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","47040","","","","0"
"2012","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","48430","","","","0"
"2013","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","48280","","","","0"
"2014","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","49880","","","","0"
"2015","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","52160","","","","0"
"2016","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","53490","","","","0"
"2017","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","57860","","","","0"
"2018","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","61040","","","","0"
"2019","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","61030","","","","0"
"2020","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","66880","","","","0"
"2021","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","68470","","","","0"
"2022","Yukon","2016A000260","Lone-parent families","Total all ages","Median total income","Dollars","81","units","0","v21252837","38.2.1.23","69550","","","","0"
"2000","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","14800","","","","0"
"2001","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","15000","","","","0"
"2002","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","16200","","","","0"
"2003","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","15400","","","","0"
"2004","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","16200","","","","0"
"2005","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","16500","","","","0"
"2006","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","19300","","","","0"
"2007","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","21300","","","","0"
"2008","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","18620","","","","0"
"2009","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","18260","","","","0"
"2010","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","22230","","","","0"
"2011","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","23750","","","","0"
"2012","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","20370","","","","0"
"2013","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","20890","","","","0"
"2014","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","22390","","","","0"
"2015","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","23530","","","","0"
"2016","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","25360","","","","0"
"2017","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","29450","","","","0"
"2018","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","28540","","","","0"
"2019","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","26310","","","","0"
"2020","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","36520","","","","0"
"2021","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","32820","","","","0"
"2022","Yukon","2016A000260","Lone-parent families","0 to 24 years","Median total income","Dollars","81","units","0","v21252853","38.2.2.23","27200","","","","0"
"2000","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","23200","","","","0"
"2001","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","24000","","","","0"
"2002","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","25300","","","","0"
"2003","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","24000","","","","0"
"2004","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","23000","","","","0"
"2005","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","24800","","","","0"
"2006","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","26200","","","","0"
"2007","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","29220","","","","0"
"2008","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","30380","","","","0"
"2009","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","32740","","","","0"
"2010","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","34750","","","","0"
"2011","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","32940","","","","0"
"2012","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","34820","","","","0"
"2013","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","34480","","","","0"
"2014","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","33430","","","","0"
"2015","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","33660","","","","0"
"2016","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","36410","","","","0"
"2017","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","40090","","","","0"
"2018","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","39810","","","","0"
"2019","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","39690","","","","0"
"2020","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","50070","","","","0"
"2021","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","49490","","","","0"
"2022","Yukon","2016A000260","Lone-parent families","25 to 34 years","Median total income","Dollars","81","units","0","v21252869","38.2.3.23","47560","","","","0"
"2000","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","28800","","","","0"
"2001","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","33800","","","","0"
"2002","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","35300","","","","0"
"2003","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","33200","","","","0"
"2004","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","35600","","","","0"
"2005","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","35400","","","","0"
"2006","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","38500","","","","0"
"2007","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","38900","","","","0"
"2008","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","38570","","","","0"
"2009","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","42050","","","","0"
"2010","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","43050","","","","0"
"2011","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","45400","","","","0"
"2012","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","44620","","","","0"
"2013","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","47730","","","","0"
"2014","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","49020","","","","0"
"2015","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","51620","","","","0"
"2016","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","53770","","","","0"
"2017","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","57320","","","","0"
"2018","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","58020","","","","0"
"2019","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","57030","","","","0"
"2020","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","66090","","","","0"
"2021","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","63920","","","","0"
"2022","Yukon","2016A000260","Lone-parent families","35 to 44 years","Median total income","Dollars","81","units","0","v21267178","38.2.4.23","61420","","","","0"
"2000","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","40300","","","","0"
"2001","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","47200","","","","0"
"2002","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","46600","","","","0"
"2003","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","43100","","","","0"
"2004","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","46600","","","","0"
"2005","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","46600","","","","0"
"2006","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","48800","","","","0"
"2007","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","52370","","","","0"
"2008","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","54280","","","","0"
"2009","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","56450","","","","0"
"2010","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","57390","","","","0"
"2011","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","64170","","","","0"
"2012","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","63280","","","","0"
"2013","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","64190","","","","0"
"2014","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","66200","","","","0"
"2015","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","66310","","","","0"
"2016","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","67270","","","","0"
"2017","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","75940","","","","0"
"2018","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","80470","","","","0"
"2019","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","76250","","","","0"
"2020","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","79700","","","","0"
"2021","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","81080","","","","0"
"2022","Yukon","2016A000260","Lone-parent families","45 to 54 years","Median total income","Dollars","81","units","0","v21267194","38.2.5.23","83140","","","","0"
"2000","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","47300","","","","0"
"2001","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","54000","","","","0"
"2002","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","50600","","","","0"
"2003","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","51900","","","","0"
"2004","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","56600","","","","0"
"2005","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","57700","","","","0"
"2006","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","62900","","","","0"
"2007","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","65340","","","","0"
"2008","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","66730","","","","0"
"2009","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","68770","","","","0"
"2010","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","70880","","","","0"
"2011","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","77720","","","","0"
"2012","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","76930","","","","0"
"2013","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","73940","","","","0"
"2014","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","78220","","","","0"
"2015","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","74850","","","","0"
"2016","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","74880","","","","0"
"2017","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","78830","","","","0"
"2018","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","82600","","","","0"
"2019","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","83550","","","","0"
"2020","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","95180","","","","0"
"2021","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","97650","","","","0"
"2022","Yukon","2016A000260","Lone-parent families","55 to 64 years","Median total income","Dollars","81","units","0","v21267210","38.2.6.23","96720","","","","0"
"2000","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","40000","","","","0"
"2001","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","37000","","","","0"
"2002","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","43000","","","","0"
"2003","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","42500","","","","0"
"2004","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","47700","","","","0"
"2005","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","52400","","","","0"
"2006","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","52100","","","","0"
"2007","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","62400","","","","0"
"2008","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","60530","","","","0"
"2009","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","65860","","","","0"
"2010","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","74810","","","","0"
"2011","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","76640","","","","0"
"2012","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","74340","","","","0"
"2013","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","76070","","","","0"
"2014","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","77450","","","","0"
"2015","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","78660","","","","0"
"2016","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","78690","","","","0"
"2017","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","68810","","","","0"
"2018","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","78550","","","","0"
"2019","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","85500","","","","0"
"2020","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","88800","","","","0"
"2021","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","87410","","","","0"
"2022","Yukon","2016A000260","Lone-parent families","65 years and over","Median total income","Dollars","81","units","0","v21267226","38.2.7.23","93470","","","","0"
"2000","Yukon","2016A000260","Persons not in census families","Total all ages","Median total income","Dollars","81","units","0","v21252890","38.3.1.23","22700","","","","0"
