"Entry","Name","Origin","Source","Lat","Lon","CollDate","CollDate_Group","a","b","c","DTF_Cluster","DTF_PC1","DTF_PC2","DTF_PC3","myG_PC1","myG_PC2","myG_PC3","STR_Group","G1","G2","G3","G4","G5","G6","G7","G8","Region","SubRegion","ISO3","Country_Lat","Country_Lon","Size","SeedMass1000","diameter","CotyledonColor","TestaColor","TestaPattern","BlackTesta","Urls"
203,"PI 320936 LSP AGL","Russia","USDA",42,47,1967,"1960-1980",-0.0145250285393608,0.0004722419521041,0.00166509325952592,3,-1.99039214039251,3.11699830526701,0.773564365383256,-129.349971791805,227.70222116822,-4.55371204273599,"G8",0,0,0,0,0,0,0,1,"Europe","Eastern Europe","RUS",58.9,51.31,"M",30.9012875536481,0.405,"Red","Brown","Marbled","Pattern","https://purl.org/germplasm/id/317b038b-6477-45e4-b797-077935d744ed;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818494;http://grs.icarda.org/accessions/?IG=504"
204,"PI 320937 LSP AGL","Germany","USDA",NA,NA,1967,"1960-1980",-0.0148511214783948,0.000510240650300471,0.00152808205192745,8,2.87022641732469,4.51504961956402,-1.10143488229601,-134.432818354176,187.983941812973,-4.05678726923325,"G8",0,0,0,0,0,0,0,1,"Europe","Western Europe","DEU",51.10697903,10.38577693,"M",28.343253968254,0.443,"Yellow","Black","Marbled","Present","https://purl.org/germplasm/id/bc5cb527-8a1c-49e5-baa6-1ef29f6aa29a;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818495;http://grs.icarda.org/accessions/?IG=505"
205,"CN 105866 AGL","Tunisia","PGRC",NA,NA,NA,NA,-0.018593610856514,0.000293172054016674,0.00208321039581493,7,3.97515699067537,0.0400226496147606,1.07648801008894,-175.4912650744,-187.713994935768,-14.4305557678128,"G7",0,0,0,0,0.147767,0,0.852233,0,"Africa","Northern Africa","TUN",34.11956663,9.55288287,"L",62.2551928783383,0.566,"Red/Yellow","Grey","Mottle1","Mottle","http://pgrc3.agr.ca/cgi-bin/npgs/html/acchtml.pl?130269"
206,"PI 320941 LSP AGL","Ethiopia","USDA",NA,NA,1925,"1925-1940",-0.0222116153464364,0.000321685902895088,0.00235838512362375,6,3.4618712061439,-1.81855523908854,-0.645746796417238,234.479889734729,17.949127962896,145.170478406145,"G6",0,0,0,0,0,1,0,0,"Africa","Eastern Africa","ETH",8.62278417,39.6008014,"M",31.5005138746146,0.429,"Yellow","Brown","Marbled","Pattern","https://purl.org/germplasm/id/d40c5d9e-10a1-4cd7-9d7d-fc43976b6d9a;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818498;http://grs.icarda.org/accessions/?IG=509"
207,"PI 320945 LSP AGL","Bulgaria","USDA",NA,NA,1967,"1960-1980",-0.019786938842743,0.000232163636600114,0.00226350096605895,6,3.33754560166998,-1.02176131183206,0.671999497099528,-122.938602592746,94.7522189728114,-27.2445654079947,"Mix",0,0.046887,0,0,0,0,0.260065,0.693049,"Europe","Eastern Europe","BGR",42.76889988,25.21552327,"M",42.4720068906115,0.432,"Red","Green","Dotted","Pattern","https://purl.org/germplasm/id/44252b66-a5d0-49d5-84b0-269112a59cd1;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818500;http://grs.icarda.org/accessions/?IG=512"
208,"PI 320946 LSP AGL","Israel","USDA",NA,NA,1926,"1925-1940",-0.0214111090684358,0.000234500812605575,0.00246720526309607,5,-0.322050351965617,-1.78140646079467,1.14743175417971,-109.878067565897,-243.887069944163,-1.76901067730034,"Mix",0,0.013441,0,0,0.596187,0,0.390372,0,"Asia","Western Asia","ISR",31.4611019,35.00444995,"M",44.1301627033792,0.464,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/810fac76-30e0-47a4-9518-caa9efc79170;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818501;http://grs.icarda.org/accessions/?IG=513"
209,"PI 320952 LSP AGL","Czech Republic","USDA",NA,NA,1967,"1960-1980",-0.013922769666091,0.000379844151916131,0.00155311250319429,8,6.07994158658199,4.53828807528012,0.387628911829003,-137.42426766024,222.611821309082,-2.32494487690201,"G8",0,0,0,0,0,0,0,1,"Europe","Eastern Europe","CZE",49.69,15.6,"S",24.7619047619048,0.382,"Yellow","Black","Marbled","Present","https://purl.org/germplasm/id/5e2ac070-72b1-447b-8019-ae4c58e3779f;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818502;http://grs.icarda.org/accessions/?IG=519"
210,"PI 320953 LSP AGL","Germany","USDA",NA,NA,1967,"1960-1980",-0.0168227503692977,0.000340047623853823,0.00182966635654052,8,6.6742018303903,2.07444756158374,-0.0306105189329105,-104.233536918078,190.639349754231,-1.48539208209329,"G8",0.040846,0.015152,0,0,0,0,0,0.944001,"Europe","Western Europe","DEU",51.10697903,10.38577693,"S",25.5451263537906,0.399,"Red","Black","Marbled","Present","https://purl.org/germplasm/id/190a6c9d-deee-4873-8c38-7011ceb51692;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818503;http://grs.icarda.org/accessions/?IG=4805"
211,"PI 320954 LSP AGL","Hungary","USDA",NA,NA,1967,"1960-1980",-0.0169252039419747,0.000376054929217323,0.00185698768797987,7,3.02319845628543,2.29348330795867,-0.208861775436064,-153.406633355548,185.55293888302,-7.21780812730062,"G8",0,0,0,0,0,0,0,1,"Europe","Eastern Europe","HUN",47.16277712,19.39559381,"L",40.3921568627451,0.505,"Yellow","Dark Green","Marbled","Pattern","https://purl.org/germplasm/id/d186d5e9-6b79-451b-9717-f838c03d382d;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818504;http://grs.icarda.org/accessions/?IG=521"
212,"PI 329157 LSP AGL","Iran","USDA",38.24944444,48.30138889,1968,"1960-1980",-0.022721994499685,0.000431121642353008,0.00234677090973992,4,-0.640821831692888,-1.36017091512769,-0.974943520601493,35.9258359626866,40.6260167139975,72.5336654521757,"G1",1,0,0,0,0,0,0,0,"Asia","Southern Asia","IRN",32.41,54.41,"L",51.6904276985743,0.501,"Yellow","Green","Mottle1","Absent","https://purl.org/germplasm/id/a276f7e1-386e-43ea-bacb-1d95663b06a5;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818505;http://grs.icarda.org/accessions/?IG=1013"
213,"PI 329167 LSP AGL","Iran","USDA",35.23333333,58.41666667,1968,"1960-1980",-0.021479942957683,0.000416199311236104,0.00225687464342309,4,-0.487484675092082,-0.852209752032747,-0.422911415804858,-73.8766660513301,-99.1890046685065,54.1178837833712,"Mix",0.46592,0,0,0,0,0,0.53408,0,"Asia","Southern Asia","IRN",32.41,54.41,"XL",63.8031319910515,0.606,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/f41867de-4289-4d24-904d-3071a0ccd685;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818506;http://grs.icarda.org/accessions/?IG=65"
214,"PI 339266 LSP AGL","Turkey","USDA",NA,NA,1968,"1960-1980",-0.024611494703119,0.000518865212131349,0.00241169171963516,4,-0.843811572551542,-1.86941355922106,-1.94196201329665,-35.1930842413649,0.733831794468217,39.3303029216102,"Mix",0.726656,0,0,0,0,0,0.273344,0,"Asia","Western Asia","TUR",39.06160342,35.16895529,"XL",65.0735294117647,0.632,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/3e5fbcc9-1b15-4071-8ec4-b0944901db3e;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818508;http://grs.icarda.org/accessions/?IG=536"
215,"PI 339283 LSP AGL","Turkey","USDA",37.21666667,30.3,1968,"1960-1980",-0.0198824886608728,0.000222025275476148,0.00232132610401614,5,1.7957786921049,-1.39434004165275,1.71678061573416,134.283944258668,17.8836789008079,-14.996921694654,"Mix",0.166198,0.431446,0.064118,0.18807,0,0.150168,0,0,"Asia","Western Asia","TUR",39.06160342,35.16895529,"S",42.5602027883397,0.392,"Red","Brown","Marbled","Pattern","https://purl.org/germplasm/id/40fdc1c5-65eb-48eb-bbc4-a46c84098a55;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818509;http://grs.icarda.org/accessions/?IG=554"
216,"PI 339285 AGL","Turkey","USDA",37.21666667,30.3,1968,"1960-1980",-0.0208902920321824,0.000255333181683908,0.00236267973579503,5,2.56450152646275,-2.23663146088823,1.63823097744748,127.0620485172,25.2898611495007,-23.7471269903237,"Mix",0.15217,0.517449,0.081473,0.186643,0,0.062265,0,0,"Asia","Western Asia","TUR",39.06160342,35.16895529,"M",39.3333333333333,0.419,"Red","Tan","Mottle1","Mottle","https://purl.org/germplasm/id/d9c12794-b070-4637-bc55-71f5c97677b1;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1252796;http://grs.icarda.org/accessions/?IG=556"
217,"PI 339289 LSP AGL","Turkey","USDA",39.96666667,41.01666667,1968,"1960-1980",-0.0248675359980189,0.000445532988574996,0.00249932075244734,4,-0.036759371303622,-2.33558633405635,-2.04863656995056,-31.8790519805574,29.9616444966142,57.2644097338541,"G1",0.834542,0,0,0,0,0,0.165458,0,"Asia","Western Asia","TUR",39.06160342,35.16895529,"XL",71.8693693693694,0.605,"Yellow","Grey","Absent","Absent","https://purl.org/germplasm/id/82c62efd-c7c8-4865-8ab4-ccf586c6ceb5;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818511;http://grs.icarda.org/accessions/?IG=560"
218,"PI 339292 LSP AGL","Turkey","USDA",40.91666667,32.08333333,1968,"1960-1980",-0.0237281807438701,0.000466669736475183,0.00237018511289607,4,0.161116321177471,-1.48200080430631,-1.73639348003955,27.4136908910546,112.758572224837,47.2149540541213,"G1",0.859076,0,0,0,0,0,0,0.140924,"Asia","Western Asia","TUR",39.06160342,35.16895529,"M",33.1345029239766,0.455,"Red","Green","Absent","Mottle","https://purl.org/germplasm/id/b6914611-6da6-4f4e-9633-bceb39bc8607;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818512;http://grs.icarda.org/accessions/?IG=573"
219,"PI 339296 AGL","Turkey","USDA",37.76666667,38.6,1968,"1960-1980",-0.0246024668100641,0.000563635128882018,0.00234644972549179,4,-0.241864845148177,-1.85953469316962,-2.39423525957376,32.2117686613285,90.1485600460311,49.4590448960194,"G1",1,0,0,0,0,0,0,0,"Asia","Western Asia","TUR",39.06160342,35.16895529,"M",37.7245508982036,0.447,"Red","Grey","Absent","Mottle","https://purl.org/germplasm/id/0654c21f-ea77-4d81-b226-2586f160e1f9;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1252807;http://grs.icarda.org/accessions/?IG=588"
220,"PI 343026 LSP AGL","Tajikistan","USDA",NA,NA,1950,"1940-1960",-0.0219479160547386,0.000467561159970088,0.00222476667378693,4,0.116327281598117,-0.678431422612013,-1.29684926418935,205.464931632038,12.4643189493872,91.6152725009589,"G6",0,0,0,0,0,1,0,0,"Asia","Central Asia","TJK",38.53045125,71.01363312,"S",30.647619047619,0.364,"Red","Tan","Dotted","Pattern","https://purl.org/germplasm/id/2ffa337c-e49f-4485-8074-d6ea8f19c049;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818516;http://grs.icarda.org/accessions/?IG=618"
221,"PI 345627 LSP AGL","Ukraine","USDA",NA,NA,1932,"1925-1940",-0.0156942064464562,0.000359631196967857,0.00174611323165448,8,4.13215280685737,3.21284854529364,0.100813321031361,-155.963947273984,120.859704581235,7.48590272199275,"G8",0,0,0,0,0,0,0.149052,0.850948,"Europe","Eastern Europe","UKR",48.99656784,31.38325794,"XL",58.0237154150198,0.603,"Yellow","Green","Spotted","Pattern","https://purl.org/germplasm/id/094cd48c-c595-4f55-8424-cf0887de175a;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818518;http://grs.icarda.org/accessions/?IG=595"
222,"PI 358602 LSP AGL","Ethiopia","USDA",11.5,39.6,1970,"1960-1980",-0.0193963476466141,0.000396497484890805,0.0020334660741981,7,3.2862969332497,1.06930721497656,-1.21244536361682,-114.777433198489,201.776378706073,6.6027111821058,"G8",0,0,0,0,0,0,0,1,"Africa","Eastern Africa","ETH",8.62278417,39.6008014,"S",25.5495772482706,0.374,"Red","Grey","Mottle2","Mottle","https://purl.org/germplasm/id/edfd796b-673c-436a-8b0c-0feec97cb5ce;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818521;http://grs.icarda.org/accessions/?IG=626"
223,"PI 368647 LSP AGL","Macedonia","USDA",41.54361111,22.54444444,1971,"1960-1980",-0.0196369135665857,0.000338747953771338,0.00212122880212431,7,2.92977241195039,0.281634865333673,-0.552604556912354,-116.578482898917,197.023824320768,10.0940179682887,"G8",0,0,0,0,0,0,0,1,"Europe","Southern Europe","MKD",43.56,21.71,"M",27.1799628942486,0.402,"Yellow","Green","Mottle2","Mottle","https://purl.org/germplasm/id/c5ccf238-2934-4fe1-887d-fc89c989be83;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818522"
224,"PI 368651 LSP AGL","Macedonia","USDA",NA,NA,1971,"1960-1980",-0.0192323865639387,0.000368483236778211,0.00203984051389415,7,3.8963467502709,0.861237081815484,-0.695763535876046,-123.308285189325,221.346394176418,5.49931165095835,"G8",0,0,0,0,0,0,0,1,"Europe","Southern Europe","MKD",43.56,21.71,"S",25.4582210242588,0.368,"Red","Grey","Mottle2","Mottle","https://purl.org/germplasm/id/283e04b0-b1f5-45c7-b3d9-7ac0d9b808fb;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818523;http://grs.icarda.org/accessions/?IG=1935"
225,"PI 370481 LSP AGL","Serbia","USDA",42.99333333,20.52111111,1971,"1960-1980",-0.0177773612866017,0.000251849240549291,0.00207732689705805,7,3.55993285195404,0.155917610300381,1.68444003190844,-198.900242862603,-112.97816105895,-9.73056806565329,"G7",0,0,0,0,0,0,0.885351,0.114649,"Europe","Southern Europe","SRB",43.95,20.83,"XL",64.4827586206897,0.62,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/ac986ca9-8221-45a5-aba0-1b5b1cf7ca21;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818524;http://grs.icarda.org/accessions/?IG=627"
226,"PI 374116 LSP AGL","Morocco","USDA",31.75,-8.25,1972,"1960-1980",-0.0184882075287505,0.00039291349621114,0.00197054199846072,7,2.7203163536582,1.20014799511834,-0.534689495662968,-159.519038158246,183.733530294782,-2.49145171274753,"G8",0,0,0,0,0,0,0,1,"Africa","Northern Africa","MAR",29.83762793,-8.45616045,"M",38.0340264650284,0.449,"Yellow","Dark Green","Marbled","Pattern","https://purl.org/germplasm/id/a0b8cf46-79e1-45db-813a-be1bbd1ebfe7;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818525;http://grs.icarda.org/accessions/?IG=1936"
227,"PI 374117 LSP AGL","Morocco","USDA",31.75,-8.25,1972,"1960-1980",-0.0222119099701208,0.000322639928507594,0.00241788381100563,5,0.363758087983378,-1.9324169046378,0.588109784301867,-137.141794416505,147.961810692205,-5.11716381250714,"G8",0,0.011095,0,0,2e-06,0,0.093582,0.895321,"Africa","Northern Africa","MAR",29.83762793,-8.45616045,"L",42.6582278481013,0.557,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/49f2a118-2c15-4693-a47c-02c6e9c06520;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818526;http://grs.icarda.org/accessions/?IG=1938"
228,"PI 374118 AGL","Morocco","USDA",31.75,-8.25,1972,"1960-1980",-0.0208284131249208,0.000262814190069011,0.00240146041269688,5,-0.739217261621584,-1.7569620453329,1.78314453719887,-97.2835662652455,-312.790909698029,2.73799497922552,"G5",0,0,0,0,1,0,0,0,"Africa","Northern Africa","MAR",29.83762793,-8.45616045,"M",41.2892376681614,0.424,"Red","Brown","Spotted","Pattern","https://purl.org/germplasm/id/3ea23d2c-a518-4dc7-a43f-1c3f97cf96b8;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1280202;http://grs.icarda.org/accessions/?IG=1939"
229,"PI 374120 LSP AGL","Morocco","USDA",31.75,-8.25,1972,"1960-1980",-0.0161223099459046,0.000259522255645648,0.00193997589305789,7,2.62736159468741,1.46294319090771,1.81483725211606,-196.823022295427,10.3761821793191,-9.98313693870066,"Mix",0,0,0,0,0,0,0.592833,0.407167,"Africa","Northern Africa","MAR",29.83762793,-8.45616045,"L",53.5649546827795,0.558,"Red/Yellow","Green","Mottle0","Mottle","https://purl.org/germplasm/id/5279b07f-3f3d-492f-ba9d-9ba97385cd67;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818529;http://grs.icarda.org/accessions/?IG=1941"
230,"PI 374121 AGL","Morocco","USDA",31.75,-8.25,1972,"1960-1980",-0.0199776503681447,0.000365275334482929,0.00217898756199968,4,0.223032421023597,-0.229297599910996,-0.15115401945815,-213.661066865286,-43.3765390024965,2.68168690848699,"Mix",0,0,0,0,0,0,0.761865,0.238135,"Africa","Northern Africa","MAR",29.83762793,-8.45616045,"L",59.1067538126362,0.557,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/e4a25686-5eef-4db7-adce-080e647f9ad3;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1280205;http://grs.icarda.org/accessions/?IG=1942"
231,"PI 379368 LSP AGL","Macedonia","USDA",41.85,21.8167,1972,"1960-1980",-0.0201609249827099,0.000329310032952091,0.00222430214846039,4,0.733467958402557,-0.377289931685592,-0.0487968483206309,-216.124147205888,-43.7627985194269,2.49593136563792,"Mix",0,0,0,0,0,0,0.765242,0.234758,"Europe","Southern Europe","MKD",43.56,21.71,"M",63.1578947368421,0.418,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/d6c41c1a-3b70-43cd-9002-288eef51e959;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818531;http://grs.icarda.org/accessions/?IG=1944"
232,"PI 383682 LSP AGL","Turkey","USDA",NA,NA,1960,"1940-1960",-0.0221125359337903,0.000352742706975581,0.00233556941626758,6,2.00872129652437,-1.36413449598199,-0.288121241535725,45.8301274168902,110.192494477273,54.8863130163155,"G1",1,0,0,0,0,0,0,0,"Asia","Western Asia","TUR",39.06160342,35.16895529,"S",29.8729792147806,0.386,"Red","Grey","Absent","Absent","https://purl.org/germplasm/id/4a3b94de-4bc4-419b-965d-cc206e1b4539;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818532;http://grs.icarda.org/accessions/?IG=1955"
233,"PI 420818 AGL","Greece","USDA",NA,NA,NA,NA,-0.0184569221869031,0.000225591924168624,0.00218175583025533,7,2.50020149523128,-0.425074774696752,1.85008172090237,-175.599308713934,-280.054281237061,-5.64671408070905,"Mix",0,0,0,0,0.235746,0,0.764254,0,"Europe","Southern Europe","GRC",39.07466973,22.95556207,"XL",70.8367346938775,0.613,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/26ba76d8-3d5f-4159-b737-539a991f2824;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1317828"
234,"PI 420924 LSP AGL","Jordan","USDA",32.1,35.73,NA,NA,-0.0198714231075735,0.000220474896938061,0.00235871641260948,5,-0.100143298680888,-1.40834314511882,2.20819799989363,-139.124629492723,-130.493402100347,-22.6421151501902,"G7",0,0.081074,0,0,0.027033,0,0.891893,0,"Asia","Western Asia","JOR",31.24579389,36.77137251,"L",65.1449275362319,0.563,"Yellow","Green","Mottle1","Mottle","https://purl.org/germplasm/id/0ac7bf7c-2583-4ec1-8143-a9179e8c1408;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818535"
235,"PI 420925 LSP AGL","Jordan","USDA",31.06555556,35.69611111,NA,NA,-0.0174932391391185,0.000164466892632232,0.00221571197333626,5,0.648262684233847,-0.448106611055995,2.88166254066472,-88.2609093069968,-313.612552443953,11.3580047966862,"G5",0,0,0,0,0.976017,0,0.023982,0,"Asia","Western Asia","JOR",31.24579389,36.77137251,"M",36.1868686868687,0.405,"Red","Brown","Dotted","Pattern","https://purl.org/germplasm/id/34dd9216-ff90-4642-a929-827b378b7b9a;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818536"
236,"PI 420929 LSP AGL","Jordan","USDA",31.13333333,35.64083333,NA,NA,-0.0181989324557985,0.000213834376030814,0.00221805762927551,5,0.708897871403975,-0.734666110008361,2.65887404949038,-85.4555450745361,-317.068550386897,12.1549021530358,"G5",0,0,0,0,1,0,0,0,"Asia","Western Asia","JOR",31.24579389,36.77137251,"M",39.523178807947,0.446,"Red","Tan","Spotted","Pattern","https://purl.org/germplasm/id/dd4f8e44-fcd7-474d-baf1-5d99f8f5cb2c;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818537"
237,"PI 426202 LSP AGL","Afghanistan","USDA",36.7,67.1,1976,"1960-1980",-0.0212145822240886,0.000318014129285555,0.00229209859301173,6,2.92772868383845,-1.43626700639792,0.217542499442447,246.617875719674,-1.10549000619325,116.923582455167,"G6",0,0,0,0,0,1,0,0,"Asia","Southern Asia","AFG",33.83523216,66.00473115,"M",30.3174603174603,0.42,"Red","Brown","Marbled","Pattern","https://purl.org/germplasm/id/e978926e-cb5f-4eac-886b-d7c5489e6dba;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818538"
238,"PI 426778 LSP AGL","Pakistan","USDA",NA,NA,1976,"1960-1980",-0.0209521706498023,0.000378837739607854,0.00220246549630966,6,1.91114764129974,-0.213654320821819,-1.11393198999591,155.954238287066,52.7743301187765,-44.9859239107315,"Mix",0.552349,0,0,0.422437,0,0.025213,0,0,"Asia","Southern Asia","PAK",29.94975221,69.33958027,"S",26.9330855018587,0.395,"Yellow","Green","Mottle0","Mottle","https://purl.org/germplasm/id/f699489a-d858-416c-9c3f-789a551a0f84;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818539"
239,"PI 426784 LSP AGL","Pakistan","USDA",30.06666667,73.06666667,1976,"1960-1980",-0.0186464936508046,0.000482402399751121,0.00206340897549466,2,-4.9846928214441,0.625700438657997,0.852814204946001,265.134963323202,9.0990363512171,-254.740935630593,"G4",0,0,0,1,0,0,0,0,"Asia","Southern Asia","PAK",29.94975221,69.33958027,"S",24.281045751634,0.321,"Red","Grey","Dotted","Pattern","https://purl.org/germplasm/id/26c86628-81e8-4c4a-ae55-82bda0bbf05b;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818540"
240,"PI 426797 LSP AGL","Pakistan","USDA",32.33333333,74.35,1976,"1960-1980",-0.0198269713714119,0.000428061329238385,0.00222165650785311,2,-4.83299467460244,-0.217932319517858,0.763013346059725,278.935944641001,9.32289406149429,-265.472103399273,"G4",0,0,0,1,0,0,0,0,"Asia","Southern Asia","PAK",29.94975221,69.33958027,"S",24.2836468885673,0.346,"Red","Grey","Dotted;Marbled","Pattern","https://purl.org/germplasm/id/edea68a8-1aab-41cc-a7a5-a9e2da6639a7;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818541"
241,"PI 426807 LSP AGL","Pakistan","USDA",34.6175,71.97138889,1976,"1960-1980",-0.0219172756051504,0.000287079431418081,0.00246008339036045,5,-0.366650422744885,-2.12552432034513,1.08398620271456,260.762040813108,14.2251618012296,-234.286825938807,"G4",0,0,0,1,0,0,0,0,"Asia","Southern Asia","PAK",29.94975221,69.33958027,"S",24.1708043694141,0.384,"Red","Grey","Mottle1","Mottle","https://purl.org/germplasm/id/07f2db37-88e6-47f3-96c3-6b0846da85f2;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818543"
242,"PI 431618 LSP AGL","Iran","USDA",NA,NA,1979,"1960-1980",-0.02091508789941,0.000467843896447385,0.00215803977780817,4,-0.923571652742818,0.0610019912970214,-1.50283548067168,-2.24617809500148,1.06756308617091,48.7656650015422,"G1",0.81161,0,0,0,0,0,0.18839,0,"Asia","Southern Asia","IRN",32.41,54.41,"L",58.8577154308617,0.533,"Yellow","Green","Mottle0","Absent","https://purl.org/germplasm/id/d073b8be-8896-445e-8902-d6817a20a445;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818547"
243,"PI 431622 LSP AGL","Iran","USDA",NA,NA,1979,"1960-1980",-0.0206772077707144,0.000329633494300333,0.00224018803491539,6,2.14225578744444,-0.802184401243749,-0.256227061930585,266.194922564526,-15.7461122516107,220.206655876861,"G3",0,0,1,0,0,0,0,0,"Asia","Southern Asia","IRN",32.41,54.41,"M",39.7293640054127,0.439,"Yellow","Grey","Mottle0","Mottle","https://purl.org/germplasm/id/db003042-def7-41d8-a903-196bc5f3a47f;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818548"
244,"PI 431630 LSP AGL","Iran","USDA",NA,NA,1979,"1960-1980",-0.0233351340502234,0.000314093946499103,0.00245259314843933,6,3.33870867672298,-2.07467765343663,-1.64202037179144,234.218878981674,9.31846375289661,125.125010172483,"G6",0,0,0,0,0,1,0,0,"Asia","Southern Asia","IRN",32.41,54.41,"S",27.9039301310044,0.388,"Red","Tan","Mottle1","Mottle","https://purl.org/germplasm/id/797a9bab-b3b6-4e16-b438-add29dbc59f8;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818550"
245,"PI 431633 LSP AGL","Iran","USDA",NA,NA,1979,"1960-1980",-0.0216875147910014,0.000470890967822975,0.00222107860051076,4,-0.976506453743955,-0.648591553807103,-0.980052426121616,-76.4977943930077,-94.6204161624372,36.4431942184022,"Mix",0.444567,0,0,0,0,0,0.555433,0,"Asia","Southern Asia","IRN",32.41,54.41,"XL",71.1682242990654,0.637,"Yellow","Green","Mottle0","Mottle","https://purl.org/germplasm/id/146b511a-185d-409b-b3d2-324a54c503da;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818553"
246,"PI 431636 LSP AGL","Iran","USDA",NA,NA,1972,"1960-1980",-0.0231152399380363,0.000400942569577988,0.00240184915725345,4,0.0456240517249282,-1.80915631751641,-0.836723618032165,-45.0041898023974,-49.390014485557,56.9513297948456,"Mix",0.631667,0,0,0,0,0,0.368332,0,"Asia","Southern Asia","IRN",32.41,54.41,"L",61.5192307692308,0.599,"Yellow","Green","Absent","Absent","https://purl.org/germplasm/id/429677ef-dfcb-4247-aa6c-5570b51d3dce;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818554;http://grs.icarda.org/accessions/?IG=1011"
247,"PI 431643 LSP AGL","Iran","USDA",NA,NA,1972,"1960-1980",-0.0233727785233352,0.0004382364429448,0.00238183779913474,4,0.116182692221527,-1.59262801332613,-1.22928985593254,87.697767694913,65.776123834818,69.0260827841276,"G1",1,0,0,0,0,0,0,0,"Asia","Southern Asia","IRN",32.41,54.41,"M",30.5394736842105,0.433,"Yellow","Green","Mottle0","Mottle","https://purl.org/germplasm/id/5421cbec-d1b7-4f3f-8ab1-f9526381f63b;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818557;http://grs.icarda.org/accessions/?IG=528"
248,"PI 431662 LSP AGL","Iran","USDA",NA,NA,1972,"1960-1980",-0.021014848029596,0.000388617188092295,0.00220863811686113,6,1.62821034147118,-0.610666203084713,-0.975571559673915,227.386860798961,-22.8284941778481,197.195038138127,"G3",0,0,1,0,0,0,0,0,"Asia","Southern Asia","IRN",32.41,54.41,"S",32.4047306176084,0.378,"Red","Grey","Mottle1","Mottle","https://purl.org/germplasm/id/c2d03129-0739-494f-b1ad-5643ca786a5c;https://training.ars-grin.gov/gringlobal/AccessionDetail.aspx?id=1818559;http://grs.icarda.org/accessions/?IG=1029"
